Sr.No	PIC	Name of Dam	Latitude	Longitude	Year of Completion	River Basin	River	Neareast City	Seismic Zone	Dam Type	Height above Lowest Foundation Level	Dam Length	Volume Content of Dam	Gross Storage Capacity	Reservoir Area	Effective Storage Capacity	Purpose	Designed Spillway Capacity
649	MH09HH0656	SUKI	21.3	75.90166667	1977	Tapi	Suki	Raver	III	Other	42	716	1430000	50160000	4960000	39850000	I	2336.00
2100	MH09HH2139	Sapan	21.36944444	77.47055556	2010	Tapi	Sapan	Achalpur	II	Earthfill_Embankment	55.27	995	5867000	39260000	20350	38600000	I	2289
151	MH09MH0151	KURJE (DHAPCHERI)	20.09166667	74.94166667	1967	West Flowing Rivers from Tapi to Tadri	Viroli	Talasri	III	Earthfill_Embankment	22.96	2507.76	4600000	39050000	24830000	38060000	I/S	598
1128	MH09MH1140	KUNDLIKA	18.95027778	76.12166667	1986	Godavari	Kundlika	Kaij	II	Earthfill_Embankment	28.45	2391	2296000	46340000	6850000	37692000	I	2753.00
1650	MH09HH1664	MORANA (GUREGHAR)	17.28972222	73.83583333	2010	Krishna	Morna	Patan.	IV	Earthfill_Embankment	47.02	560	1109000	39550000	3360000	36990000	I/H	1360
1785	MH09MH1820	PUNAD	20.625	73.875	2011	Tapi	Punad	Kalwan	III	Other	29.6	706.5	123000	39750000	3820000	36990000	I	1985.00
1478	MH09HH1492	MUN.	20.46361111	76.65833333	1998	Tapi	Mun	Khamgaon	II	Earthfill_Embankment	30.2	1466	1362000	42480000	4527000	36830000	I	3623.00
1637	MH09MH1651	SHIVANA TAKLI	20.11805556	75.08333333	2005	Godavari	Shivna	Kannad	II	Other	14.77	4486	622000	39360000	9640000	36450000	I	3271.00
1151	MH09MH1164	WANDRI	19.61888889	72.94055556	1987	West Flowing Rivers from Tapi to Tadri	Wandri	Palghar	III	Earthfill_Embankment	28.27	1372	1206000	37110000	443800	35938000	I/H	567.00
383	MH09HH0385	PANZARA	20.93388889	74.09861111	1973	Tapi	Panzara	Sakri	III	Earthfill_Embankment	33.5	1430.00	1597000	43410000	5590000	35630000	I	1768
1770	MH09HH1803	PURNA	21.36833333	77.76444444	2006	Tapi	Purna	Chandur Bazar	III	Earthfill_Embankment	45.40	3120	1277000	41759000	5880000	35370000	I/H/S	5450
731	MH09MH0739	WAGHADI	20.25694444	78.31	1978	Godavari	Waghadi	Yavatmal	II	Other	26.85	960	773000	41110000	6580000	35360000	I	1861
1976	MH09MH2015	Varkhede Londhe	20.92527778	74.81666667		Tapi	Girna	Chalisgaon	III	Earthfill_Embankment	16	690	586440	35582000	7870000	34760000		14470
996	MH09LH1008	POTHARA	20.55194444	79.03916667	1983	Godavari	Pothara	Samudrapur	II	Earthfill_Embankment	18.21	2306	318000	38420000	15960000	34720000	I	1732
265	MH09HH0267	GYANGANGA	20.53972222	76.41472222	1971	Tapi	Gyanganga	Khamgaon	II	Earthfill_Embankment	35.73	639	1380000	36260000	4151000	33930000	I	1742.00
1780	MH09HH1815	WADISHEWADI	21.15416667	74.56805556	2009	Tapi	Burai	Sindkheda	III	Other	36.5	614.5	324000	36930000	6100000	33910000	I	50529
5	MH09MH0005	VIHAR	19.14361111	72.9	1860	West Flowing Rivers from Tapi to Tadri	Mithi	Borivali	III	Earthfill_Embankment	25.6	817	353000	41410000	7260000	33605000	S	124.06
1352	MH09MH1366	JANGAMHATTI	15.85833333	74.29333333	1995	Krishna	Hanhol Nalla	Chandgad	III	Earthfill_Embankment	28.9	960	1253000	34210000	4763600	33210000	I/H	467
994	MH09HH1006	WADAJ	19.15611111	73.85777778	1983	Krishna	Meena	Junnar	III	Other	28	1935	1009000	35940000	4600000	33110000	I	1426.00
832	MH09HH0842	HARANBARI	20.79833333	74.02861111	1980	Tapi	Mosam	Raglan	III	Earthfill_Embankment	34	1419	2375000	34780000	4036000	33020000	I	1312.00
1877	MH09MH1916	Ambehol (Kolhapur)	16.21166667	74.25472222		Krishna	Ambehol	Kolhapur	III	Earthfill_Embankment	27.585	2185	229969	35110000	3250000	32630000		631.47
168	MH09MH0169	KURNUR	17.83333333	75.26666667	1968	Krishna	Bori	Tuljapur	III	Earthfill_Embankment	23.7	1206.00	45000	35260000	570000	32280000	I	2190
1362	MH09HH1376	WALDEVI	19.92361111	73.05916667	1995	Godavari	Waldevi	Nashik	III	Earthfill_Embankment	36.4	1890	1304000	34010000	3549000	32090000	I/H	809.00
650	MH09MH0657	HINGANI (PANGAON)	18.13194444	75.83333333	1977	Krishna	Bhogawati	Barshi	III	Earthfill_Embankment	21.87	2193	74000	45560000	10056500	31970000	I	2435.00
1754	MH09HH1784	KARWAPPA	20.14444444	80.19777778		Godavari	Karwappa	Dhanora	II	Earthfill_Embankment	35	1416	991000	325650000	4454000	31575000	I	841.00
1049	MH09HH1061	KOLAR	21.40222222	78.81527778	1984	Godavari	Kolar	Savner	II	Earthfill_Embankment	30.11	3092	1084000	35380000	6430000	31320000	I	1598.20
224	MH09HH0226	KARWAND	21.45277778	74.96444444	1971	Tapi	Arunavati	Shirpur	III	Earthfill_Embankment	39.32	1561.6	1191000	33840000	2100000	31150000	I	2461
1574	MH09HH1588	MAHU (KUDAL)	17.88277778	73.8075	2011	Krishna	Kudali	Javli	IV	Earthfill_Embankment	54.35	1250	6623000	31052000	1657000	30872000	I/H	705.00
1503	MH09MH1517	VADIWALE	18.81916667	73.51194444	1999	Krishna	Kundalika	Maval	III	Earthfill_Embankment	29	488	8730	40870000	3558000	30390000	I	747
2087	MH09MH2126	Loni Sawangi H.L.Barrage.	19.24361111	76.22972222	2010	Godavari	Godavari	Pathari	II	Earthfill_Embankment	27.60	174.50	124100	29980000	3160000	29980000	I	10159
138	MH09LH0138	NAWEGAONBANDH	20.91888889	80.10527778	1967	Godavari	Local Nalla	Morgaon	II	Earthfill_Embankment	11.58	625	45940	45953000	10344000	29597000	I	124.20
34	MH09MH0034	CHANDPUR	21.51833333	79.81083333	1915	Godavari	Chandpur	Tumsar	II	Earthfill_Embankment	19	186.35	301200	29025000	9072000	28879000	I	339.25
524	MH09MH0530	NIRGUNA	20.34305556	76.84916667	1975	Tapi	Nirguna	Patur	II	Earthfill_Embankment	25.7	1800	124000	32290000	4760000	28850000	I	1679
1881	MH09HH1920	Dhamni	16.32388889	73.93055556		Krishna	Sinya	Vikramgad	III	Earthfill_Embankment	74.64	1175	15825000	28531000	4310000	27635000		949.32
1649	MH09LH1663	LALOCAL NALLAHALLA	20.52027778	79.10166667	2006	Godavari	Lalnalla	Samudrapur	II	Earthfill_Embankment	13.9	3385	407670	29515000	9039000	27613000	I	925.00
587	MH09HH0594	ADHALA	19.63888889	74.03083333	1976	Godavari	Adhala	Akole	III	Earthfill_Embankment	40.02	1006	1437000	30010000	2306000	27610000	I	1582.00
991	MH09MH1003	ALANDI	20.11055556	73.68388889	1983	Godavari	Alandi	Nashik	III	Earthfill_Embankment	29.28	1690.00	2782000	29535000	5180000	27468000	I	1002
1046	MH09HH1058	NATUWADI	17.83416667	73.39916667	1984	West Flowing Rivers from Tapi to Tadri	Tr. of Chorti	Khed	IV	Earthfill_Embankment	45.25	900	22300	28080000	2000000	27230000	I	690.73
313	MH09MH0315	SAIKHEDA	20.11888889	78.48694444	1972	Godavari	Khuni	Pandharkawada	II	Earthfill_Embankment	23.78	1740	909000	38511000	836000	27184000	I	2671.00
893	MH09MH0903	MASOLI	18.89861111	76.74583333	1981	Godavari	Macchili	Gangakhed	II	Earthfill_Embankment	24.84	1086.00	626000	34080000	6970000	27140000	I	2028.00
1838	MH09HH1877	Poyanar	17.7775	73.32972222		West Flowing Rivers from Tapi to Tadri	Vashishti	Khed	IV	Earthfill_Embankment	38.69	984	2651000	27899000	218750	26955000		636.39
1621	MH09HH1635	PIMPALWADI	17.67555556	73.56777778	2004	West Flowing Rivers from Tapi to Tadri	Dubi	Khed	IV	Earthfill_Embankment	50.84	612	2915000	27590000	1800000	26640000	I	655
2124	MH09MH2163	Garga	21.92972222	76.93888889		Tapi	Tapi	Dharni	III	Earthfill_Embankment	25.10	2510	4522000	33810000	604000	26450000		4704
1507	MH09HH1521	SAVATRI	17.97916667	73.48083333	1999	West Flowing Rivers from Tapi to Tadri	Savitri	Poladpur	IV	Other	33.62	320	196000	29450000	2700000	26360000	I/S	3920
1185	MH09MH1198	KALISARAR	21.17361111	80.45305556	1988	Godavari	kalisar	Salekasa	II	Other	25.30	929	697000	28518000	6500000	26044000	I	1835.00
1819	MH09HH1858	Korle Satandi	16.50638889	73.59888889	2009	West Flowing Rivers from Tapi to Tadri	Satendi Nalla	Devgarh	III	Earthfill_Embankment	59.02	315	2084000	26171000	2509000	25564000	I/H	1559.74
652	MH09MH0659	BORI	20.77694444	75.03777778	1977	Tapi	Bori	Parola	III	Other	14.7	3365	5534000	40260000	8460000	25020000	I	4206.00
2088	MH09MH2127	Mangrul H.L.Barrage.	19.30027778	75.95944444	2010	Godavari	Godavari	Ambad	II	Earthfill_Embankment	25.41	365	160200	25000000	2930000	25000000	I	8763
2089	MH09MH2128	Raja Takali H.L.Barrage.	19.28361111	76.0475	2010	Godavari	Godavari	Jalna	II	Earthfill_Embankment	28.54	282.50	153580	25000000	2750000	25000000	I	9386
525	MH09MH0531	KARPARA	19.51166667	76.62972222	1975	Godavari	Karpara	Jintur	II	Earthfill_Embankment	16.66	1056	344000	28820000	778000	24900000	I	2033.00
1539	MH09HH1553	CHILEWADI	19.34222222	73.96638889	2000	Krishna	Mandvi	Junnar	III	Earthfill_Embankment	62.56	440	36230	27180000	67410000	24610000	I	1680.00
1577	MH09HH1591	UTTARMAND	17.40361111	74.00888889	2001	Krishna	Uttarmand	Patan.	IV	Earthfill_Embankment	46.45	1389	2980000	24930000	2460000	24590000	I	824
124	MH09MH0124	TISANGI	17.61722222	75.20888889	1966	Krishna	Local Nalla	Pandharpur	III	Earthfill_Embankment	20.82	2866	26164000	26160000	4935	24460000	I	410
131	MH09MH0131	MANGI	18.46611111	75.18055556	1966	Krishna	kanola nalla	Karmala	III	Earthfill_Embankment	22.95	1475	1707000	30720000	4000000	24370000	I	2232
1397	MH09MH1411	JAM	21.22638889	78.64388889	1996	Godavari	Jam	Katol	II	Earthfill_Embankment	24	3460	107000	29000000	7565000	24300000	I	1946
1326	MH09MH1340	JAWALGAON	18.01583333	75.9025	2005	Krishna	Nagzari River	Barshi	III	Other	21.71	1229	475000	29600000	8580000	24010000	I	1837.76
1184	MH09MH1197	KHEKARANALLA	21.53888889	78.94694444	1988	Godavari	Khekara Nalla	Savner	II	Earthfill_Embankment	24.5	330	306000	26130000	5566000	23810000	I	1343.00
1760	MH09MH1791	NAGAN	20.78722222	75.87222222	2007	Tapi	Nagan	Navapur	III	Other	29.24	2940	1800000	26480000	3510000	23620000	I	1103
1836	MH09HH1875	Muchkundi	16.86888889	73.73333333	2014	West Flowing Rivers from Tapi to Tadri	Muchkundi	Lanja	IV	Earthfill_Embankment	61.87	427	3960000	24354000	1025000	23220000	I/S	491.05
1882	MH09HH1921	Jambre	15.88861111	74.11	2013	Krishna	Tamraparni	Chandgad	III	Earthfill_Embankment	38.06	1018	2492	23230000	178310	23202000	I	741
14	MH09MH0014	ASHTI	17.79555556	75.4325	1883	Krishna	Ashti Nallah	Mohol	III	Earthfill_Embankment	17.6	3871	115000	23010000	8714000	23010000	I	1359.21
1916	MH09HH1955	Gul	21.32527778	75.38055556	2009	Tapi	Gul	Chopada	III	Earthfill_Embankment	31.33	1369	2775000	23250000	3020000	22760000	I	1830.3
193	MH09MH0194	GHARNI	18.37833333	76.82527778	1969	Godavari	Gharni	Nilanga	II	Earthfill_Embankment	15	2135	384000	25080000	9480000	22460000	I	1882
1088	MH09HH1100	AMAL NALLA	19.69888889	79.16583333	1985	Godavari	Amalnala	Rajura	III	Earthfill_Embankment	37.75	1607	133400	22350000	370300	22240000	I	1067.00
1846	MH09HH1885	Virdi	15.64888889	74.07055556		West Flowing Rivers from Tapi to Tadri	Tilari	Dodamarg	III	Earthfill_Embankment	60.99	810	2629000	22700000	995900	22018000		300
129	MH09MH0129	WUNNA	21.14444444	78.87222222	1966	Godavari	vena	Hingana	II	Earthfill_Embankment	18.18	2525	390000	23570000	569000	21640000	I	1326
114	MH09MH0114	CHANDANI	18.25333333	75.53194444	1965	Krishna	Chandani	Paranda	III	Earthfill_Embankment	17.18	1920.00	289000	23780000	813000	21580000	I	3030
1630	MH09MH1644	AMRAWATI	21.27638889	74.49166667	2005	Tapi	Amrawati	Nandurbar	III	Other	17.9	3850	219000	27780000	5534000	21250000	I/H	4061
1127	MH09MH1139	GIRIJA	20.1	75.33416667	1986	Godavari	Girija	Khultabad	II	Earthfill_Embankment	19.1	3060.00	70000	24500000	775000	21230000	I	1649.00
1565	MH09HH1579	BERDEWADI	16.86111111	73.61305556	2001	West Flowing Rivers from Tapi to Tadri	Local Nala	Lanja	IV	Earthfill_Embankment	61.19	656	1796200	21680000	1038960	21136000	I	296.20
1542	MH09MH1556	KAR	21.2275	78.45361111	2000	Godavari	Kar	Karanja	II	Earthfill_Embankment	25.13	1067	265000	25960000	4480000	21060000	I	2314
44	MH09MH0044	CHORKHAMARA	21.29055556	79.94888889	1923	Godavari	chorkha masa	Tirora	II	Earthfill_Embankment	18.47	1563	300000	21051000	5235000	20800000	I	264.94
1726	MH09MH1748	SHIWAN	21.31722222	75.19722222	2007	Tapi	Shivan	Nandurbar	III	Other	28.1	975	479570	24190000	3010000	20655000	I	1864.79
1541	MH09MH1555	RENAPUR	18.60166667	76.59694444	2000	Godavari	Rena	Ambajogai	II	Earthfill_Embankment	10.02	2738.5	11600	21690000	11420000	20560000	I	2022.00
584	MH09MH0590	KANHOLIBARA	20.94	78.83916667	1976	Godavari	Krishna	Hingna	II	Earthfill_Embankment	21.05	1200	115300	22213000	333000	20480000	I	1141.00
933	MH09LH0944	TAWARJA	18.31027778	76.44	1982	Godavari	Tawarja	Latur	III	Earthfill_Embankment	14.56	2222	361000	27727000	741000	20345000	I	1903.00
1767	MH09MH1800	UTAWALI	20.41888889	76.67944444	2005	Tapi	Utawali	Mehkar	II	Earthfill_Embankment	26.05	2112	1910000	20800000	3642150	19790000	I	3740.30
514	MH09LH0520	LINGNOOR	16.82222222	74.85833333	1975	Krishna	Local Nalla	Miraj	III	Earthfill_Embankment	14.27	970000	247350	24300000	687600	19700000	I	754.00
230	MH09MH0232	TERNA	18.33111111	76.12222222	1970	Godavari	tirana	Osmanabad	III	Earthfill_Embankment	15.08	2651.00	186000	20550000	380000	19660000	I	2487
2122	MH09MH2161	Wasni	21.17027778	77.54472222		Tapi	Sapan	Achalpur	III	Earthfill_Embankment	19.76	2100	5974000	22591000	535000	19657000		3969.65
1327	MH09MH1341	TEMBHAPURI	19.74083333	75.18194444	1994	Godavari	Nagzari	Gangapur.	II	Earthfill_Embankment	17.77	5300.00	809000	21270000	8495000	19610000	I	2038.00
384	MH09MH0386	YERALWADI	17.52611111	74.49138889	1973	Krishna	Yerala	Khatao	III	Earthfill_Embankment	19.5	2115.00	6630000	32740000	7290000	19540000	I	2083.00
1547	MH09MH1561	YESTER	18.77166667	76.88138889	2000	Godavari	Local Nalla	Ahmedpur	II	Earthfill_Embankment	15.05	670	119000	21600000	640000	19470000	I	566.00
133	MH09MH0133	WAN	18.86972222	76.43333333	1966	Godavari	Wan	Ambejogai	II	Earthfill_Embankment	20.3	2805	1358000	19730000	3470000	19340000	I	3874
1837	MH09HH1876	New Mandave	17.82944444	73.47305556		West Flowing Rivers from Tapi to Tadri	Local Nalla	Khed	IV	Earthfill_Embankment	49.45	445	19303000	20433000	1132300	19303000		752
1636	MH09MH1650	BORI	17.61666667	76.21722222	2005	Krishna	Bori	Akkalkot	II	Other	19.2	886	151000	23290000	1254000	19250000		4343.0
134	MH09MH0134	BHUDIHAL	17.29944444	74.99333333	1966	Krishna	belwan	Sangola	III	Earthfill_Embankment	18.52	2975	70000	19450000	6336000	19030000	I	2350.30
2182	MH09LH2221	Uma Barrage	20.81861111	77.47527778		Tapi	Uma	Murtijapur	II	Earthfill_Embankment	14.05	1425	436000	20790000	501000	18570000		259.81
167	MH09MH0168	SUKHANA	19.80833333	75.51666667	1968	Godavari	Sukhana	Aurangabad	II	Earthfill_Embankment	18.92	3536	68000	21350000	6782000	18500000	I	2101
526	MH09HH0532	PALKHED	20.18916667	73.88777778	1975	Godavari	Kadva	Dindori.	III	Earthfill_Embankment	34.75	4110	1228000	20130000	56600000	18490000	I	4592.00
2345	MH09HH2384	Kondane	18.85194444	73.36666667		West Flowing Rivers from Tapi to Tadri	Ulhas	Karjat	III	Earthfill_Embankment	39.03	660	1730	20190000	1305700	18270000		1094.57
1891	MH09HH1930	Surfnalla	16.09138889	74.08833333		Krishna	Hiryanakeshi	Ajara	III	Earthfill_Embankment	33.33	1410	2791000	18970000	245720	18180000		312.90
441	MH09MH0445	CHULBANDH	21.22444444	80.21638889	1974	Godavari	Chulbandh	Goregaon	II	Earthfill_Embankment	22.83	478	130000	20530000	3750000	17970000	I	846.11
1472	MH09MH1486	PUNEGAON	20.35583333	73.83361111	1998	Godavari	Unanda	Dindori.	III	Earthfill_Embankment	24.14	1803	991000	20390000	36500000	17570000	I	1170.00
995	MH09LH1007	CHARGAON	20.39055556	79.17944444	1983	Godavari	Chargaon	Varora	II	Earthfill_Embankment	14.4	3065	428000	19170000	12921900	17340000	I	1450.50
1781	MH09MH1816	DEHALI	21.59555556	75.62333333		Tapi	Dehali	Akkalakuwa	III	Other	28.26	5349	1762000	190800000	2200000	17290000	I	64227
2178	MH09MH2217	Ghungashi Barrage	20.85166667	77.27388889		Tapi	Purna	Murtijapur	III	Earthfill_Embankment	29.45	1050		17446000	792000	17269000		11698
1892	MH09HH1931	Uchangi	16.06388889	74.23444444		Krishna	Local Nalla	Ajara	III	Earthfill_Embankment	38.67	1030	650000	17480000	2270000	17020000		633.20
891	MH09MH0901	SONAL	20.31833333	77.2075	1981	Godavari	Aran	Malegaon	II	Earthfill_Embankment	19.9	1131	698000	20270000	2440000	16920000	I	1368.00
21	MH09MH0021	SHETFAL	18.02166667	74.96388889	1901	Krishna	shetphal	Indapur	III	Earthfill_Embankment	20.11	3211	173000	17230000	5760000	16890000	I	
449	MH09MH0453	NAZARE	18.29944444	74.18888889	1974	Krishna	Karha	Purandar	III	Earthfill_Embankment	22.5	2021	1010000	22300000	3723000	16638000	I/S	2425
1073	MH09MH1085	DHANIBARA	21.04055556	74.81166667	1985	Tapi	Local Nalla	Nandurbar	III	Earthfill_Embankment	19.65	435	1550000	18500000	40000	16600000	I	324
1089	MH09HH1101	MORNA (SHIRALA)	16.98888889	74.10388889	1985	Krishna	Morna	Shirala	III	Earthfill_Embankment	31.2	1015	793000	21180000	2260000	16540000	I	1075
39	MH09MH0039	BODALKASA	21.35305556	80.0225	1917	Godavari	Bhagdeo	Tiroda	II	Earthfill_Embankment	19.202	518	107620	17392000	6450000	16450000	I	206.63
1431	MH09MH1445	BAHULA	20.69916667	75.39027778	1997	Tapi	Bahula	Pachora	II	Earthfill_Embankment	16.64	5220	849000	20032000	581000	16330000	I/H	3802.00
886	MH09HH0896	KELZAR	20.65166667	73.96972222	1981	Tapi	Aram	Baglan	III	Earthfill_Embankment	32.5	1236	1622000	17100000	1765000	16220000	I	832.4
1359	MH09MH1373	KASARSAI	18.61916667	73.66361111	1995	Krishna	Kasarsai Nalla	Pune	III	Earthfill_Embankment	29.36	1170.00	709000	17370000	3328000	16060000	I	688
23	MH09MH0023	KHAIRBANDHA	21.48083333	80.06333333	1903	Godavari	Fattepur	Tirora	II	Earthfill_Embankment	18.16	2847.8	243520	16798000	74147000	15953000	I	383.30
710	MH09MH0718	MAKARDHOKADA	20.86611111	79.21277778	1978	Godavari	Amb	Umrer	II	Earthfill_Embankment	18.81	1654	652870	18380000	322000	15950000	I	450.00
1818	MH09HH1857	Shelarwadi	17.92916667	74.33222222	2013	Krishna	Vashishti	Khed	IV	Earthfill_Embankment	42.39	723	2526000	16234000	1036700	15860000	I	353.50
228	MH09MH0230	ANJANI	20.90444444	75.31666667	1970	Tapi	Anjani	Erandol	II	Earthfill_Embankment	15.6	4316	163570	19390000	529400	15620000	I	14.27
1915	MH09MH1954	Anjani (Erandol)	20.9	75.31666667	2007	Tapi	Anjani	Erandol	II	Earthfill_Embankment	15.60	4316	9588000	19392000	9751000	15620000	I	3052.85
2190	MH09MH2229	Lower Chargad	21.25583333	77.93666667		Godavari	Local Nalla	Morshi	III	Earthfill_Embankment	26.70	2155		16430000	3410000	15400000		1934
588	MH09MH0595	TIRU	18.55472222	77.05638889	1976	Godavari	Tiru	Udgir	II	Earthfill_Embankment	20.79	1890	311000	23320000	6900000	15290000	I	1985.00
1849	MH09MH1888	Nagaswari	18.03333333	73		West Flowing Rivers from Tapi to Tadri	Savitri	Mahad	IV	Earthfill_Embankment	22	395	1787000	20700000	2260000	15270000		3237.31
132	MH09MH0132	MEHAKARI	18.86666667	75.00833333	1966	Krishna	Mehekari	Asthi	III	Earthfill_Embankment	27.63	1308	530000	16110000	3500000	15230000	I	2233
790	MH09MH0798	KORADI	20.21138889	76.50472222	1979	Godavari	Koradi	Mehkar	II	Earthfill_Embankment	19.31	900	1193000	22580000	6465000	15120000	I	2446.00
51	MH09MH0051	MAS	20.60527778	76.66	1992	Tapi	maher	Khamgaon	II	Earthfill_Embankment	17.71	668	399000	17500000	4810000	15040000	I	1753
1367	MH09MH1381	SANGAMMESHWAR	18.60166667	76.59694444	1995	Godavari	Manjara	Bid	III	Earthfill_Embankment	14.85	2660	326390	16830000	8310000	15030000	I	2472.57
1368	MH09MH1382	SANKH	17.26444444	75.52944444	1995	Krishna	Bor	Jath	III	Earthfill_Embankment	17.66	3282	743000	19930000	7990000	14870000	I	3226.00
1473	MH09MH1487	SONWAD	21.07027778	74.84055556	1998	Tapi	Sonund	Sindkheda	III	Earthfill_Embankment	18.58	4699	614000	17520000	450000	14360000	I	1349
1835	MH09HH1874	Kudup	17.40194444	73.55666667		West Flowing Rivers from Tapi to Tadri	Shastri	Chiplun	IV	Earthfill_Embankment	35.32	793	1794000	14542000	1820000	14340000		245
1961	MH09LH2000	Mundkheda	20.01111111	75.10611111	2009	Tapi	Gima	Chalisgaon	III	Earthfill_Embankment	10.40	4035	161880	15488000	5080000	14235000	I	1529.40
997	MH09HH1009	BURAI	21.15444444	74.37777778	1988	Tapi	Burai	Sakri	III	Earthfill_Embankment	30.6	1013.00	168000	21330000	31440000	14210000	I	2149.00
2127	MH09MH2166	Karajgaon	21.32083333	77.60555556		Tapi	Local Nalla	Chandur Bazar	III	Earthfill_Embankment	18.10	4950	654210	14360000	385000	14080000		1157.38
1746	MH09HH1774	CHENNA	19.61666667	80.13333333		Godavari	Chenna	Chamursi	II	Earthfill_Embankment	21.7	740	413000	147900000	2930000	13990000	I	602.00
130	MH09LH0130	GALHATI	19.51388889	75.73888889	1966	Godavari	Galhati	Ambad	II	Earthfill_Embankment	13.1	2987	538000	16410000	5236000	13880000	I	2152
2153	MH09MH2192	Chandi	20.77166667	77.71944444	2012	Godavari	Chandi	Nandgaon Khandeshwar	III	Earthfill_Embankment	19.50	2350		14813000	386000	13867000	I	
1812	MH09HH1851	Domihira	19.94555556	73.25416667	2009	West Flowing Rivers from Tapi to Tadri	Domihira	Jawhar	III	Earthfill_Embankment	51.50	703	1928860	14490000	1200000	13850000	I/H/S	502.25
2116	MH09MH2155	Amadapur	19.16666667	76.76666667	2005	Godavari	Local Nalla	Umarkhed	II	Earthfill_Embankment	17.40	2550	567000	14830000	1524000	13840000	I	795
1214	MH09MH1227	KHAIRI	18.60527778	75.435	1989	Krishna	Khar	Mahal	III	Earthfill_Embankment	18.91	1210.00	54000	15110000	492000	13743000	I	1962.00
1505	MH09MH1519	ANJANAPALSHI	20.29805556	75.32138889	1999	Godavari	Anjana	Kannad	II	Earthfill_Embankment	18.85	1952	937000	15550000	51000	13740000	I	1167.00
1824	MH09HH1863	Lendi (Jawhar)	19.98388889	73.23083333		West Flowing Rivers from Tapi to Tadri	Lendi	Jawhar	III	Earthfill_Embankment	37	1215	654	14120000	1740000	13650000		227.50
1394	MH09LH1408	MASALGA	18.24861111	76.71472222	1996	Godavari	Sol	Nilanga	II	Earthfill_Embankment	12.39	2077	268000	14680000	5490000	13560000	I	3009.00
73	MH09MH0073	PURMEPEDA	20.66166667	74.78444444	1955	Tapi	Bori	Dhule	III	Earthfill_Embankment	24.7	1500	525000	16582000	303000	13520000	I	2141
