Day,Data Type,Mean Gauge (m),Discharge (cumecs),Observed/Computed
31-10-2006,HZS,4.128,362.46,O
01-11-2006,HZS,4.07,342.259,O
02-11-2006,HZS,3.98,309.975,O
03-11-2006,HZS,3.98,310.133,O
04-11-2006,HZS,4.13,364.959,O
05-11-2006,HZS,4.19,387.2,C
06-11-2006,HZS,4.07,342.021,O
07-11-2006,HZS,3.955,301.458,O
08-11-2006,HZS,4.81,660.101,O
09-11-2006,HZS,4.27,420.012,O
10-11-2006,HZS,3.98,310.137,O
11-11-2006,HZS,3.925,290.455,O
12-11-2006,HZS,3.78,244.5,C
13-11-2006,HZS,3.7,217.627,O
14-11-2006,HZS,3.66,205.431,O
15-11-2006,HZS,3.63,196.809,O
16-11-2006,HZS,3.645,201.777,O
17-11-2006,HZS,3.69,215.885,O
18-11-2006,HZS,3.69,215.058,O
19-11-2006,HZS,3.775,242.9,C
20-11-2006,HZS,3.88,275.4,O
21-11-2006,HZS,3.88,275.3,O
22-11-2006,HZS,3.82,257.2,C
23-11-2006,HZS,3.73,226.78,O
24-11-2006,HZS,3.73,228.9,C
25-11-2006,HZS,3.71,220.682,O
26-11-2006,HZS,3.8,250.8,C
27-11-2006,HZS,3.67,208.617,O
28-11-2006,HZS,3.688,214.002,O
29-11-2006,HZS,3.67,208.417,O
30-11-2006,HZS,3.61,190.951,O
01-12-2006,HZS,3.605,189.827,O
02-12-2006,HZS,3.605,189.597,O
03-12-2006,HZS,3.51,163.4,C
04-12-2006,HZS,3.53,168.997,O
05-12-2006,HZS,3.51,161.992,O
06-12-2006,HZS,3.54,171.06,O
07-12-2006,HZS,3.51,163.744,O
08-12-2006,HZS,3.52,166.661,O
09-12-2006,HZS,3.495,159.715,O
10-12-2006,HZS,3.49,158.2,C
11-12-2006,HZS,3.455,149.469,O
12-12-2006,HZS,3.43,143.115,O
13-12-2006,HZS,3.43,142.93,O
14-12-2006,HZS,3.47,152.966,O
15-12-2006,HZS,3.42,140.653,O
16-12-2006,HZS,3.44,145.578,O
17-12-2006,HZS,3.38,130.7,C
18-12-2006,HZS,3.33,119.201,O
19-12-2006,HZS,3.33,118.993,O
20-12-2006,HZS,3.33,118.883,O
21-12-2006,HZS,3.36,126.187,O
22-12-2006,HZS,3.27,106.056,O
23-12-2006,HZS,3.31,114.675,O
24-12-2006,HZS,3.29,110.2,C
25-12-2006,HZS,3.29,110.2,C
26-12-2006,HZS,3.29,110.326,O
27-12-2006,HZS,3.215,94.493,O
28-12-2006,HZS,3.15,81.81,O
29-12-2006,HZS,3.12,76.305,O
30-12-2006,HZS,3.11,74.235,O
31-12-2006,HZS,3.09,70.91,C
01-01-2007,HZS,3.085,70.04,C
02-01-2007,HZS,3.06,65.044,O
03-01-2007,HZS,2.99,54.407,O
04-01-2007,HZS,3.04,62.312,O
05-01-2007,HZS,2.97,51.348,O
06-01-2007,HZS,2.98,52.922,O
07-01-2007,HZS,3.07,67.46,C
08-01-2007,HZS,3.02,59.155,O
09-01-2007,HZS,3.05,64.066,O
10-01-2007,HZS,3.01,57.513,O
11-01-2007,HZS,3.01,58.646,O
12-01-2007,HZS,2.98,54.448,O
13-01-2007,HZS,2.96,50.04,C
14-01-2007,HZS,2.94,47.15,C
15-01-2007,HZS,3,55.795,O
16-01-2007,HZS,2.97,51.52,C
17-01-2007,HZS,2.98,53.01,C
18-01-2007,HZS,2.985,53.77,C
19-01-2007,HZS,3,56.07,C
20-01-2007,HZS,2.96,50.04,C
21-01-2007,HZS,3,56.07,C
22-01-2007,HZS,2.985,53.77,C
23-01-2007,HZS,3.03,60.82,C
24-01-2007,HZS,3.025,60.02,C
25-01-2007,HZS,2.95,48.462,O
26-01-2007,HZS,3.06,65.77,C
27-01-2007,HZS,3.03,60.864,O
28-01-2007,HZS,2.95,48.59,C
29-01-2007,HZS,2.89,40.208,O
30-01-2007,HZS,2.99,54.53,C
31-01-2007,HZS,2.99,54.476,O
01-02-2007,HZS,3.02,58.877,O
02-02-2007,HZS,2.97,51.376,O
03-02-2007,HZS,2.97,51.357,O
04-02-2007,HZS,2.86,36.47,C
05-02-2007,HZS,2.9,41.64,C
06-02-2007,HZS,2.85,35.24,C
07-02-2007,HZS,2.82,31.67,O
08-02-2007,HZS,2.84,35.133,O
09-02-2007,HZS,2.85,34.458,O
10-02-2007,HZS,2.87,37.642,O
11-02-2007,HZS,2.835,33.42,C
12-02-2007,HZS,2.92,44.224,O
13-02-2007,HZS,2.88,38.926,O
14-02-2007,HZS,2.92,44.296,O
15-02-2007,HZS,2.885,39.512,O
16-02-2007,HZS,2.96,49.94,O
17-02-2007,HZS,2.94,47.01,O
18-02-2007,HZS,3.02,59.21,C
19-02-2007,HZS,3.03,60.745,O
20-02-2007,HZS,3.07,67.434,O
21-02-2007,HZS,3.11,73.469,O
22-02-2007,HZS,3.13,78.163,O
23-02-2007,HZS,3.1,72.697,O
24-02-2007,HZS,3.02,59.148,O
25-02-2007,HZS,3.02,59.21,C
26-02-2007,HZS,2.975,52.144,O
27-02-2007,HZS,2.99,54.465,O
28-02-2007,HZS,2.99,54.475,O
01-03-2007,HZS,3.02,59.148,O
02-03-2007,HZS,3,55.857,O
03-03-2007,HZS,2.95,49.889,O
04-03-2007,HZS,2.92,44.36,C
05-03-2007,HZS,2.92,44.269,O
06-03-2007,HZS,2.91,42.862,O
07-03-2007,HZS,2.945,47.879,O
08-03-2007,HZS,2.925,44.848,O
09-03-2007,HZS,2.855,35.509,O
10-03-2007,HZS,2.9,41.536,O
11-03-2007,HZS,2.88,39.02,C
12-03-2007,HZS,2.84,34.009,O
13-03-2007,HZS,2.94,49.175,O
14-03-2007,HZS,2.95,48.424,O
15-03-2007,HZS,2.985,53.678,O
16-03-2007,HZS,3.02,59.223,O
17-03-2007,HZS,3.07,67.472,O
18-03-2007,HZS,3.06,65.77,C
19-03-2007,HZS,3.09,70.91,C
20-03-2007,HZS,3.1,72.654,O
21-03-2007,HZS,3.11,74.633,O
22-03-2007,HZS,3.09,70.894,O
23-03-2007,HZS,3.09,70.867,O
24-03-2007,HZS,3.05,64.085,O
25-03-2007,HZS,3.03,60.82,C
26-03-2007,HZS,2.97,51.431,O
27-03-2007,HZS,2.945,47.701,O
28-03-2007,HZS,3.04,62.355,O
29-03-2007,HZS,2.96,49.911,O
30-03-2007,HZS,2.99,54.449,O
31-03-2007,HZS,3.02,59.21,C
01-04-2007,HZS,3.07,67.46,C
02-04-2007,HZS,2.99,54.425,O
03-04-2007,HZS,3.01,57.531,O
04-04-2007,HZS,3.03,60.734,O
05-04-2007,HZS,3.01,57.545,O
06-04-2007,HZS,3.015,58.42,C
07-04-2007,HZS,2.95,43.28,D
08-04-2007,HZS,2.94,41.47,C
09-04-2007,HZS,2.902,34.5,D
10-04-2007,HZS,2.84,24.15,D
11-04-2007,HZS,2.825,22.67,C
12-04-2007,HZS,2.82,21.94,D
13-04-2007,HZS,2.83,23.4,D
14-04-2007,HZS,2.87,29.57,C
15-04-2007,HZS,2.96,45.11,C
16-04-2007,HZS,2.89,32.83,D
17-04-2007,HZS,2.842,24.9,D
18-04-2007,HZS,2.853,26.43,D
19-04-2007,HZS,2.84,24.15,D
20-04-2007,HZS,3.23,103.5,C
21-04-2007,HZS,2.855,27.2,D
22-04-2007,HZS,3.05,62.75,C
23-04-2007,HZS,2.99,50.77,D
24-04-2007,HZS,3.025,62.2,O
25-04-2007,HZS,2.96,45.89,O
26-04-2007,HZS,2.95,45.349,O
27-04-2007,HZS,2.985,48.716,O
28-04-2007,HZS,2.943,45.122,O
29-04-2007,HZS,2.93,39.68,C
30-04-2007,HZS,2.945,42.37,C
01-05-2007,HZS,2.975,46.192,O
02-05-2007,HZS,2.96,45.11,C
03-05-2007,HZS,2.91,35.45,O
04-05-2007,HZS,2.88,31.81,O
05-05-2007,HZS,3.125,76.276,O
06-05-2007,HZS,3.29,118.6,C
07-05-2007,HZS,3.31,123.8,C
08-05-2007,HZS,3.06,64.84,C
09-05-2007,HZS,3.02,55.211,O
10-05-2007,HZS,2.97,46.165,O
11-05-2007,HZS,2.95,42.667,O
12-05-2007,HZS,2.92,37.98,C
13-05-2007,HZS,2.86,27.98,C
14-05-2007,HZS,2.925,37.739,O
15-05-2007,HZS,2.89,32.113,O
16-05-2007,HZS,2.895,32.647,O
17-05-2007,HZS,2.88,30.442,O
18-05-2007,HZS,2.86,27.958,O
19-05-2007,HZS,2.845,25.82,O
20-05-2007,HZS,2.82,21.94,C
21-05-2007,HZS,2.82,22.015,O
22-05-2007,HZS,2.82,21.966,O
23-05-2007,HZS,2.8,19.11,C
24-05-2007,HZS,2.81,20.327,O
25-05-2007,HZS,2.78,16.681,O
